uid,canonical_name,variant
8762,Vimuktha De Alwis,Vimuktha Alwis
8796,Khaled El Salawy,Khaled Salawy
8812,Isaac Tetteh Quaye,Isaac Quaye
8819,Farah Al Somali,Farah Somali
8827,Mubarak Al Tobaishi,Mubarak Tobaishi
8830,Hamed Ul Haq,Hamed Haq
8832,Syed Nasir Sherazi,Syed Sherazi
8834,Khaled Al Haji,Khaled Haji
8835,Rohan De Silva,Rohan Silva
8876,Juan Carlos Rebaza Lozano,Juan Lozano
8876,Juan Carlos Rebaza Lozano,Juan Rebaza Lozano
8879,Tarek Ben Soltane,Tarek Soltane
8880,Pau Gerbaud Farras,Pau Farras
8902,Ricardo Gonzalez Diaz,Ricardo Diaz
8904,Favel Antonio Freyre Perdomo,Favel Freyre Perdomo
8904,Favel Antonio Freyre Perdomo,Favel Perdomo
8905,Michael Ray Pallares Gonzalez,Michael Gonzalez
8905,Michael Ray Pallares Gonzalez,Michael Pallares Gonzalez
8907,Mohammed Noor Noordin,Mohammed Noordin
8908,Will Farah Lebar,Will Lebar
8911,Ahmad Rabeea Muhammad,Ahmad Muhammad
8913,Edgar Hernandez Perez,Edgar Perez
8929,Augusto Ricciardi Castelli,Augusto Castelli
8947,Abd Hazli Bin Zainuddin,Abd Bin Zainuddin
8947,Abd Hazli Bin Zainuddin,Abd Zainuddin
8949,Mohammed Faizal Bin Othman,Mohammed Bin Othman
8949,Mohammed Faizal Bin Othman,Mohammed Othman
8951,Muhd Ashaari Bin Zinal Abidin,Muhd Abidin
8951,Muhd Ashaari Bin Zinal Abidin,Muhd Bin Zinal Abidin
8956,John El Khoury,John Khoury
8958,Ibrahim Abou Chahine,Ibrahim Chahine
8964,Nick Van Rosberg,Nick Rosberg
8967,Luis Javier Cuellar Contreras,Luis Contreras
8967,Luis Javier Cuellar Contreras,Luis Cuellar Contreras
8974,Mohamed Redha Ouahab,Mohamed Ouahab
8975,Carlos Gomez Ferre,Carlos Ferre
8982,Mahmoud Nader Al Baloushi,Mahmoud Al Baloushi
8982,Mahmoud Nader Al Baloushi,Mahmoud Baloushi
9024,Juan Manuel Melian Puigventos,Juan Melian Puigventos
9024,Juan Manuel Melian Puigventos,Juan Puigventos
9044,Narciso Reyes Rygh,Narciso Rygh
9066,Francisco Bou Alameda,Francisco Alameda
9096,Eduardo Hernando Celada,Eduardo Celada
9097,Amador Romero Torres,Amador Torres
9102,Andre Takemoto-Correa,Andre Correa
9102,Andre Takemoto-Correa,Andre Takemoto Correa
9104,Juan Jose Leal Gomez,Juan Gomez
9104,Juan Jose Leal Gomez,Juan Leal Gomez
9109,Adhan Hissam El Effendi,Adhan Effendi
9109,Adhan Hissam El Effendi,Adhan El Effendi
9117,Tewfiq Hadj Slimane,Tewfiq Slimane
9147,Alex Gasquez Mendoza,Alex Mendoza
9155,Adli El Shafei,Adli Shafei
9156,Stefan Perez Senent,Stefan Senent
9174,Ismael Rodriguez Ramo,Ismael Ramo
9177,Antonio Issa Filho,Antonio Filho
9186,Mark Van Elden,Mark Elden
9188,Marco De Sanctic,Marco Sanctic
9209,Sergio Betancourt Riverol,Sergio Riverol
9259,Carlos Gonzalez De Cueto,Carlos Cueto
9259,Carlos Gonzalez De Cueto,Carlos De Cueto
9273,Sergio Parente Vasquez,Sergio Vasquez
9276,Joao De Nes,Joao Nes
9281,Jaime Vazquez Catoira,Jaime Catoira
9308,Serge Becerra Jeria,Serge Jeria
9309,Carlos Benito Hergueta,Carlos Hergueta
9345,Dean Yimoyines Jr,Dean Jr
9374,Ordan Van Der Werf,Ordan Werf
9423,Sukhdeep Singh Saluja,Sukhdeep Saluja
9432,Rafael De Wallau,Rafael Wallau
9444,Alberto Rodriguez Cervantes,Alberto Cervantes
9445,Jean Baptiste Poux Gautier,Jean Gautier
9445,Jean Baptiste Poux Gautier,Jean Poux Gautier
9494,Angel Garcia Lopez,Angel Lopez
9554,Jesus San Roman Garcia,Jesus Garcia
9612,Daniel Ramentol Garcia Atienza,Daniel Atienza
9623,Corrado Deglincerti Tocci,Corrado Tocci
9649,Benjamin Janse Van Rensburg,Benjamin Rensburg
9649,Benjamin Janse Van Rensburg,Benjamin Van Rensburg
9667,Valter Mori Filho,Valter Filho
9676,Jose Luis Fernandez Torrico,Jose Fernandez Torrico
9676,Jose Luis Fernandez Torrico,Jose Torrico
9714,Akshay Vishal Rao,Akshay Rao
9722,Juan Sebastian Carvajal Jurado,Juan Carvajal Jurado
9724,Marcelo Tebet Filho,Marcelo Filho
9753,Claude De Gronckel,Claude Gronckel
9759,Bernard De Troye,Bernard Troye
9797,Chum Steele Iii,Chum Iii
9823,John De Mendoza,John Mendoza
9936,Francois Van Der Merwe,Francois Merwe
9979,Fred Mcnair Iii,Fred Iii
9985,Peter Van Lingen,Peter Lingen
9989,Jerry De Witts,Jerry Witts
9994,Uriel Oquendo Sr,Uriel Sr
10070,John De Zeeuw,John Zeeuw
10099,Andre Van Der Merwe A,Andre A
10166,Gaetano Di Maso,Gaetano Maso
10173,Chuck De Voe,Chuck Voe
10198,King Van Nostrand,King Nostrand
10276,Piet Van Eysden,Piet Eysden
10409,Octavio Piva Neto,Octavio Neto
10461,Abdulrahman Al Harib,Abdulrahman Harib
10463,Marcos Roy Girardi,Marcos Girardi
10464,Ferran Ventura Martell,Ferran Martell
10482,Ahmed El Menshawy,Ahmed Menshawy
10540,Holger Zuehlsdorff Pavlovic,Holger Pavlovic
10568,Arnau Sanz Sanz,Arnau Sanz
10589,Juan Lopez Vico,Juan Vico
10599,Mark De Jong,Mark Jong
10606,Geert Jan Van Dijken,Geert Dijken
10606,Geert Jan Van Dijken,Geert Van Dijken
10614,Jeffrey Mira Svensson,Jeffrey Svensson
10617,Wan Abdul Muiz Aziz,Wan Aziz
10617,Wan Abdul Muiz Aziz,Wan Muiz Aziz
10618,Ahmed Deedat Abdul Razak,Ahmed Abdul Razak
10618,Ahmed Deedat Abdul Razak,Ahmed Razak
10643,Pablo Pires De Almeida,Pablo Almeida
10643,Pablo Pires De Almeida,Pablo De Almeida
10649,Ali El Alaoui,Ali Alaoui
10655,Jorge Vazquez Catoira,Jorge Catoira
10700,Emiliano Garcia Blanksman,Emiliano Blanksman
10702,David Veliz Lepe,David Lepe
10719,Adnan Al Mahmoud,Adnan Mahmoud
10724,Hamad Al Mulla,Hamad Mulla
10725,Amir El Bayoumy,Amir Bayoumy
10740,David Vega Hernandez,David Hernandez
10745,Jaime Ignacio Bueno Tapia,Jaime Bueno Tapia
10745,Jaime Ignacio Bueno Tapia,Jaime Tapia
10760,Marcelo Zormann Da Silva,Marcelo Da Silva
10766,Joshua Ward Hibbert,Joshua Hibbert
10773,Abdel Halem Azzi,Abdel Azzi
10774,Jose Garcia Requena,Jose Requena
10788,Julio Van Kerckhoven,Julio Kerckhoven
10818,Faisal Syed Haq,Faisal Haq
10826,Tomas Rodriguez Sanchez,Tomas Sanchez
10828,Ramiro Gonzalo Benavides Saravia,Ramiro Benavides Saravia
10828,Ramiro Gonzalo Benavides Saravia,Ramiro Saravia
10836,Roberto Vaz Carvalhaes,Roberto Carvalhaes
10919,Moataz El Sonbol,Moataz Sonbol
10937,Pekka Petersen Dyggve,Pekka Dyggve
10938,Alfredo Vaz Pinto,Alfredo Pinto
10956,Ali Al Zubaidi,Ali Zubaidi
10972,Inam Ul Haq,Inam Haq
10974,Islam Ul Haq,Islam Haq
10988,Hani Al Ali,Hani Ali
11005,Ivan Du Pasquier,Ivan Pasquier
11008,Khaled Al Foudari,Khaled Foudari
11009,Aymen Ibrahim Al Ashwak,Aymen Al Ashwak
11009,Aymen Ibrahim Al Ashwak,Aymen Ashwak
11010,Abdullah Al Khalil,Abdullah Khalil
11014,Mohammed Rahizam Abdul Rahim,Mohammed Abdul Rahim
11014,Mohammed Rahizam Abdul Rahim,Mohammed Rahim
11032,Tawfik Al Ibrahim,Tawfik Ibrahim
11035,Abdullah Al Mahmeed,Abdullah Mahmeed
11037,Saad El Ragig,Saad Ragig
11039,Ahmed Ben Omar,Ahmed Omar
11040,Samir El Khoury,Samir Khoury
11041,Mohammed Chinois El Achraoui,Mohammed Achraoui
11041,Mohammed Chinois El Achraoui,Mohammed El Achraoui
11051,Mike Van Kauvenbergh,Mike Kauvenbergh
11055,Mehdi Ben Ismail,Mehdi Ismail
11085,Antonio Del Rosario,Antonio Rosario
11090,Raouf Ben Farhat,Raouf Farhat
11108,Konstantin Harle Zettler,Konstantin Zettler
11134,Jose Antonio Salazar Martin,Jose Martin
11134,Jose Antonio Salazar Martin,Jose Salazar Martin
11171,Colin Wei Ming Wong,Colin Wong
11172,Syed Mohd Agil Syed Naguib,Syed Naguib
11172,Syed Mohd Agil Syed Naguib,Syed Syed Naguib
11190,Alejandro Jose Gomez Estrada,Alejandro Estrada
11190,Alejandro Jose Gomez Estrada,Alejandro Gomez Estrada
11204,Dante Santa Cruz,Dante Cruz
11238,Francisco Martinez Lidon,Francisco Lidon
11333,Coen Van Keulen,Coen Keulen
11378,Anthony De Luise,Anthony Luise
11400,Sam Garforth Bles,Sam Bles
11405,German Sanchez Delfin,German Delfin
11416,Jordan Kelly Houston,Jordan Houston
11452,Juan Antonio Saiz Panadero,Juan Panadero
11452,Juan Antonio Saiz Panadero,Juan Saiz Panadero
11470,Tal Harel Ben Simon,Tal Ben Simon
11470,Tal Harel Ben Simon,Tal Simon
11499,Max De Vroome,Max Vroome
11501,Jose Jorge Esqueda Hernandez,Jose Esqueda Hernandez
11512,Gerardo Venegas Escalente,Gerardo Escalente
11518,El Mehdi Belbacha Jawhari,El Belbacha Jawhari
11518,El Mehdi Belbacha Jawhari,El Jawhari
11525,Hicham Fathi El Idrissi,Hicham El Idrissi
11525,Hicham Fathi El Idrissi,Hicham Idrissi
11601,Kolie Petrus Van Zyl,Kolie Van Zyl
11601,Kolie Petrus Van Zyl,Kolie Zyl
11615,Dan Ben Hamou,Dan Hamou
11650,Amr Amin El Sawaf,Amr Sawaf
11672,Karim Ben Mansour,Karim Mansour
11680,Diederik De Groot,Diederik Groot
11696,Nickolai Linde Nielsen,Nickolai Nielsen
11723,Robert Van Overdijk,Robert Overdijk
11751,Joseph Van Dooren,Joseph Dooren
11787,Alan Nunez Aguilera,Alan Aguilera
11801,Ali Al Saygh,Ali Saygh
11847,Pat O'Hara Wood,Pat Wood
11909,W Smith 2,W 2
11915,Bert St John,Bert John
11956,Henry Morris Smith,Henry Smith
12064,Charles Vickers Willis,Charles Willis
12095,Gottfried Alexander Maximilian Walter Kurt Von Cramm,Gottfried Cramm
12095,Gottfried Alexander Maximilian Walter Kurt Von Cramm,Gottfried Von Cramm
12197,Giorgio De Stefani,Giorgio Stefani
12218,Athur O Hara Wood,Athur Wood
12251,Frederick Von Frankenberg,Frederick Frankenberg
12258,John William Van Ryn,John Ryn
12258,John William Van Ryn,John Van Ryn
12282,Paul Graham Jones,Paul Jones
12358,Jean Claude Van Der Borght,Jean Borght
12358,Jean Claude Van Der Borght,Jean Van Der Borght
12467,Esteban Reyes Jr,Esteban Jr
12500,Michael De Ville,Michael Ville
12527,Gil De Kermadec,Gil Kermadec
12543,Xavier Perreau Saussine,Xavier Saussine
12558,Rolando Del Bello,Rolando Bello
12567,Hans Van Dalsum,Hans Dalsum
12585,Wayne Van Voorhees,Wayne Voorhees
12589,Marcello Del Bello,Marcello Bello
12595,Jean Ducos De La Haille,Jean De La Haille
12595,Jean Ducos De La Haille,Jean Haille
12606,Piet Van Eijsden,Piet Eijsden
12608,Andras Adam Stolpa,Andras Stolpa
12632,Kenneth C Gandar Dower,Kenneth Dower
12632,Kenneth C Gandar Dower,Kenneth Gandar Dower
12642,Gaby Mercier Odier,Gaby Odier
12652,Bela Von Kehrling,Bela Kehrling
12657,Georg Felix Von Metaxa,Georg Metaxa
12657,Georg Felix Von Metaxa,Georg Von Metaxa
12659,Andre Martin Legeay,Andre Legeay
12665,Emil Gabory Gabrowitz,Emil Gabrowitz
12672,Rene De Buzelet,Rene Buzelet
12704,Jean Couiteas De Faucamberge,Jean De Faucamberge
12704,Jean Couiteas De Faucamberge,Jean Faucamberge
12714,Rodrigo De Castro De Pereira,Rodrigo De Pereira
12714,Rodrigo De Castro De Pereira,Rodrigo Pereira
12715,R Le Blant,R Blant
12723,Jean De Buzelet,Jean Buzelet
12729,Y Das De Kapurthala,Y Kapurthala
12736,Gordon Rhind Oak Crole Rees,Gordon Rees
12750,Ignacio De La Borbolla,Ignacio Borbolla
12755,Gf De Bruyn Kops,Gf Kops
12765,Umberto De Morpurgo,Umberto Morpurgo
12770,Ludi Von Salm,Ludi Salm
12775,Aj Van Der Steur,Aj Steur
12782,Jean Richard Le Besnerais,Jean Besnerais
12782,Jean Richard Le Besnerais,Jean Le Besnerais
12786,Mino Balbi De Robecco,Mino De Robecco
12786,Mino Balbi De Robecco,Mino Robecco
12793,Luis Torralva Ponsa,Luis Ponsa
12797,Sidney Wood Jr,Sidney Jr
12798,Paul Barrelet De Ricou,Paul De Ricou
12798,Paul Barrelet De Ricou,Paul Ricou
12800,Jimmy H Van Alen,Jimmy Alen
12800,Jimmy H Van Alen,Jimmy Van Alen
12814,Emmanuel Du Plaix,Emmanuel Plaix
12815,Domingo Torralva Ponsa,Domingo Ponsa
12816,Kick Van Lennep,Kick Lennep
12820,Pedro Garriga Nogues,Pedro Nogues
12821,X De Klazkowski,X Klazkowski
12834,George E Lyttleton Rogers,George Lyttleton Rogers
12834,George E Lyttleton Rogers,George Rogers
12835,Lucilo Del Castillo,Lucilo Castillo
12858,Alberto Del Bono,Alberto Bono
12865,Leopold De Borman,Leopold Borman
12891,Rob Van Meegeren,Rob Meegeren
12907,Pierre Geelhand De Merxem,Pierre De Merxem
12907,Pierre Geelhand De Merxem,Pierre Merxem
12922,Arie Avidan Weiss,Arie Weiss
12930,Nguyen Van Gioi,Nguyen Gioi
12967,Bill Hoogs Iv,Bill Iv
12968,Peter Van Lingen,Peter Lingen
13003,Jose Luis Morea Cantillo,Jose Cantillo
13003,Jose Luis Morea Cantillo,Jose Morea Cantillo
13017,Cesare Guerci Lena,Cesare Lena
13039,A Fe D Ostiani,A Ostiani
13054,Guy Van Zuylen,Guy Zuylen
13062,Oscar De Minerbi,Oscar Minerbi
13070,Jean De Macedo,Jean Macedo
13071,Huyuh Van Giao,Huyuh Giao
13073,Gino De Martino,Gino Martino
13078,Nguyen Van Chim,Nguyen Chim
13087,Antonio Pinto Cohelo,Antonio Cohelo
13088,J Rivero Ferro,J Ferro
13098,Hans Van Swol,Hans Swol
13115,Michel Dulac De Fugeres,Michel De Fugeres
13115,Michel Dulac De Fugeres,Michel Fugeres
13121,Carlo Della Vida,Carlo Vida
13124,Joao Roquette Sr,Joao Sr
13150,Jacques Van Den Eynde,Jacques Eynde
13193,Nguyen Van Sau,Nguyen Sau
13201,Ghaus Mohammed Khan,Ghaus Khan
13237,Bill Beale Jr,Bill Jr
13242,Ernesto Juan Della Paolera,Ernesto Della Paolera
13242,Ernesto Juan Della Paolera,Ernesto Paolera
13263,Vo Van Bay,Vo Bay
13266,Andy Paton Jr,Andy Jr
13277,Jean De La Prade,Jean Prade
13279,Khwaja Saeed Hai,Khwaja Hai
13282,Prins Van Kutch,Prins Kutch
13295,Kie Kho Sin,Kie Sin
13303,X Le Hun Ly,X Ly
13431,Iftikhar Ahmed Khan,Iftikhar Khan
13436,Jose Maria Draper Torres,Jose Draper Torres
13437,Carlos Figueira Freire,Carlos Freire
13505,Sayed Ibrahim Badr El Dine,Sayed Badr El Dine
13505,Sayed Ibrahim Badr El Dine,Sayed Dine
13505,Sayed Ibrahim Badr El Dine,Sayed El Dine
13512,Frank Mott Trille,Frank Trille
13547,Hans Van De Weg,Hans Weg
13550,Arcot Uday Kumar,Arcot Kumar
13558,Arthur W Macpherson Jr,Arthur Jr
13558,Arthur W Macpherson Jr,Arthur Macpherson Jr
13575,Wing Lock Wei,Wing Wei
13611,Luis De Olivares,Luis Olivares
13612,Paul De Borman,Paul Borman
13635,Carl Erik Von Braun,Carl Braun
13635,Carl Erik Von Braun,Carl Von Braun
13653,Herbert Roper Barrett,Herbert Barrett
13658,V De Bousies,V Bousies
13673,Manuel Alonso De Areyzaga,Manuel Areyzaga
13673,Manuel Alonso De Areyzaga,Manuel De Areyzaga
13679,C S Gordon Smith,C Gordon Smith
13684,Arthur Diemer Kool,Arthur Kool
13686,Rene De Grenus,Rene Grenus
13697,Frederick De Saram,Frederick Saram
13702,F De Weck,F Weck
13710,Jose Maria Alonso De Areyzaga,Jose Alonso De Areyzaga
13710,Jose Maria Alonso De Areyzaga,Jose Areyzaga
13710,Jose Maria Alonso De Areyzaga,Jose De Areyzaga
13712,P De Becker,P Becker
13725,Wl Van Ryn,Wl Ryn
13728,Hs Lewis Barclay,Hs Barclay
13738,Jose De Verda,Jose Verda
13740,Manuel De Gomar,Manuel Gomar
13750,Cecil R Tindell Green,Cecil Tindell Green
13756,Sm Lahey Bean,Sm Bean
13783,Eliot Crawshay Williams,Eliot Williams
13792,Khoo Hooi Hye,Khoo Hye
13797,Felipe Del Canto,Felipe Canto
13810,Mariano Lozano Y Alatorre,Mariano Alatorre
13830,Maas Van Der Feen,Maas Feen
13834,Louis B Dailey Jr,Louis Dailey Jr
13834,Louis B Dailey Jr,Louis Jr
13864,Je Pogson Smith,Je Smith
13871,Rdn Pryce Jones,Rdn Jones
13873,H Lewis Phillipps,H Phillipps
13883,Claude Barrelet De Ricou,Claude De Ricou
13883,Claude Barrelet De Ricou,Claude Ricou
13916,Francisco Sindreu Pons,Francisco Pons
13995,William Francis Wells Cole,William Cole
13995,William Francis Wells Cole,William Wells Cole
14008,James David Vans Agnew,James Agnew
14008,James David Vans Agnew,James Vans Agnew
14018,Dave N Jones Jr,Dave Jones Jr
14018,Dave N Jones Jr,Dave Jr
14037,Alfred L Della Porta,Alfred Della Porta
14037,Alfred L Della Porta,Alfred Porta
14044,Geoffrey Em De St Croix,Geoffrey Croix
14044,Geoffrey Em De St Croix,Geoffrey De St Croix
14065,Wg Curtis Morgan,Wg Morgan
14066,Jan Van Der Heide,Jan Heide
14099,Carlos Ponce De Leon,Carlos De Leon
14099,Carlos Ponce De Leon,Carlos Leon
14106,Alistair Dewar Brown,Alistair Brown
14112,Reginald F Bessemer Clark,Reginald Bessemer Clark
14112,Reginald F Bessemer Clark,Reginald Clark
14123,Thomas B Henderson Brooks,Thomas Brooks
14123,Thomas B Henderson Brooks,Thomas Henderson Brooks
14128,R De Brauw,R Brauw
14129,Leonard Brooke Edwards,Leonard Edwards
14144,Fritz Von Bissing,Fritz Bissing
14151,Henry Wilson Fox,Henry Fox
14153,Pierre Verde Delisle,Pierre Delisle
14157,Willy Le Maire,Willy Maire
14159,George Ball Greene,George Greene
14167,George Aristides Caridia Karidias,George Caridia Karidias
14167,George Aristides Caridia Karidias,George Karidias
14178,Conway William Blackwood Price,Conway Blackwood Price
14178,Conway William Blackwood Price,Conway Price
14202,Evan Gwynne Evans,Evan Evans
14267,Reginald Crundall Punnett,Reginald Punnett
14284,Curt Von Wessely,Curt Wessely
14334,Fj Barker Benfield,Fj Benfield
14340,A Broese Van Groenon,A Groenon
14340,A Broese Van Groenon,A Van Groenon
14372,Adrian Erskine Lindop,Adrian Lindop
14374,Victor Somerset Erskine Lindop,Victor Erskine Lindop
14374,Victor Somerset Erskine Lindop,Victor Lindop
14385,Cbb Smith Bingham,Cbb Bingham
14393,Eg De Seriere,Eg Seriere
14412,C Brooke Leggatt,C Leggatt
14450,P Groes Petersen,P Petersen
14461,Reginald Le Sueur,Reginald Sueur
14463,Johann De Morpurgo,Johann Morpurgo
14489,St De Jakimowicz,St Jakimowicz
14530,John Parmly Paret,John Paret
14592,Felix Bautista Jr,Felix Jr
14597,Chum Steele Iii,Chum Iii
14600,Fathi Mohammed Aly,Fathi Aly
14602,Mohamed Badr El Din El Sayed,Mohamed El Sayed
14602,Mohamed Badr El Din El Sayed,Mohamed Sayed
14618,Patrick Bowes Lyon,Patrick Lyon
14620,Herbert Bowes Lyon,Herbert Lyon
14638,Jc Maxwell Scott,Jc Scott
14646,Ci Cramer Roberts,Ci Roberts
14660,Pelham George Von Donop,Pelham Donop
14660,Pelham George Von Donop,Pelham Von Donop
14682,Gs Murray Hill,Gs Hill
14722,Zan Carver Jr,Zan Jr
14728,John E Lynch Jr,John Jr
14728,John E Lynch Jr,John Lynch Jr
14732,Harry Hoffman Jr,Harry Jr
14741,Chauncey Depew Steele Jr,Chauncey Jr
14741,Chauncey Depew Steele Jr,Chauncey Steele Jr
14759,John E Lohstaeter Jr,John Jr
14759,John E Lohstaeter Jr,John Lohstaeter Jr
14785,Clarence Mabry Jr,Clarence Jr
14798,Frederick J Krais Jr,Frederick Jr
14798,Frederick J Krais Jr,Frederick Krais Jr
14809,Frank A Froehling Sr,Frank Froehling Sr
14809,Frank A Froehling Sr,Frank Sr
14823,Sandy Davenport Iii,Sandy Iii
14828,Welby Van Horn,Welby Horn
14833,Earl P Bartlett Jr,Earl Bartlett Jr
14833,Earl P Bartlett Jr,Earl Jr
14857,Bill Canning Jr,Bill Jr
14891,Al Hollander Jr,Al Jr
14892,Thomas Burke Jr,Thomas Jr
14905,Pancho Guerrero Arcocha,Pancho Arcocha
14917,Bill Clothier Ii,Bill Ii
14935,Jerry R Dalrymple Jr,Jerry Dalrymple Jr
14935,Jerry R Dalrymple Jr,Jerry Jr
14950,Harry Van Renssalaer,Harry Renssalaer
14970,Fred Mcnair Iii,Fred Iii
14974,Herbert H Browne Jr,Herbert Browne Jr
14974,Herbert H Browne Jr,Herbert Jr
14986,Samuel Howe Iii,Samuel Iii
15022,Jack Ter Borg,Jack Borg
15023,Pedro Bueno Neto,Pedro Neto
15052,Harper H Ink Jr,Harper Ink Jr
15052,Harper H Ink Jr,Harper Jr
15068,Tom Bradford Jr,Tom Jr
15069,Charles Pasarell Sr,Charles Sr
15076,Seth Petersen Jr,Seth Jr
15084,Hobey Hyde Jr,Hobey Jr
15091,George H Bostwick Jr,George Bostwick Jr
15091,George H Bostwick Jr,George Jr
15097,Michael De Wet,Michael Wet
15141,Bobby Johnson Jr,Bobby Jr
15154,Paul A Vanneman Jr,Paul Jr
15154,Paul A Vanneman Jr,Paul Vanneman Jr
15155,Philip Ludlow Van Deventer,Philip Deventer
15155,Philip Ludlow Van Deventer,Philip Van Deventer
15201,Harry F Vories Jr,Harry Jr
15201,Harry F Vories Jr,Harry Vories Jr
15203,Tiste Adoue Jr,Tiste Jr
15211,Edward Toland Jr,Edward Jr
15241,Thomas Day Iii,Thomas Iii
15243,Charles Bull Jr,Charles Jr
15253,Ludlow Van Deventer,Ludlow Deventer
15257,John M Vanneman Jr,John Jr
15257,John M Vanneman Jr,John Vanneman Jr
15261,Rowland Evans Jr,Rowland Jr
15268,Sidney Thayer Jr,Sidney Jr
15269,W Stuart Symington 3D,W 3D
15269,W Stuart Symington 3D,W Symington 3D
15272,Alfred H Chapin Jr,Alfred Chapin Jr
15272,Alfred H Chapin Jr,Alfred Jr
15275,Theodore M Banks Jr,Theodore Banks Jr
15275,Theodore M Banks Jr,Theodore Jr
15281,Milo G Miller Jr,Milo Jr
15281,Milo G Miller Jr,Milo Miller Jr
15285,Philips L Goldsborough Jr,Philips Goldsborough Jr
15285,Philips L Goldsborough Jr,Philips Jr
15293,Leon De Turenne,Leon Turenne
15294,L Harry Richards Jr,L Jr
15294,L Harry Richards Jr,L Richards Jr
15297,Samuel S Pennock Jr,Samuel Jr
15297,Samuel S Pennock Jr,Samuel Pennock Jr
15314,Louis S De Lone,Louis De Lone
15314,Louis S De Lone,Louis Lone
15320,John T Graves Jr,John Graves Jr
15320,John T Graves Jr,John Jr
15346,Daniel Kiefer Jr,Daniel Jr
15348,Anton Von Bernuth,Anton Bernuth
15350,Charlie Wood Jr,Charlie Jr
15380,Clifford B Marsh Jr,Clifford Jr
15380,Clifford B Marsh Jr,Clifford Marsh Jr
15405,Al Weiner Jr,Al Jr
15425,R Morgan Watt Jr,R Jr
15425,R Morgan Watt Jr,R Watt Jr
15439,Edward E Jenkins Jr,Edward Jenkins Jr
15439,Edward E Jenkins Jr,Edward Jr
15448,Albert Law Jr,Albert Jr
15451,Hudson Hamm Jr,Hudson Jr
15454,James O Challiss Jr,James Challiss Jr
15454,James O Challiss Jr,James Jr
15465,William Tilden Iii,William Iii
15474,H Hunter Lott Jr,H Jr
15474,H Hunter Lott Jr,H Lott Jr
15476,Ralph M De Mott,Ralph De Mott
15476,Ralph M De Mott,Ralph Mott
15481,Ray Palmer Jr,Ray Jr
15492,Cd Bennett Jr,Cd Jr
15513,Gus Boehmer Jr,Gus Jr
15523,Jack De Lara,Jack Lara
15540,Ramsey D Potts Jr,Ramsey Jr
15540,Ramsey D Potts Jr,Ramsey Potts Jr
15550,William V Winslow Jr,William Jr
15550,William V Winslow Jr,William Winslow Jr
15574,Edward De Gray,Edward Gray
15585,Donald J Lay Jr,Donald Jr
15585,Donald J Lay Jr,Donald Lay Jr
15602,Adolpho De Menezes,Adolpho Menezes
15608,E Howard York Iii,E Iii
15608,E Howard York Iii,E York Iii
15618,Howard V Stephens Jr,Howard Jr
15618,Howard V Stephens Jr,Howard Stephens Jr
15631,P S P Randolph Jr,P Jr
15631,P S P Randolph Jr,P Randolph Jr
15632,Wm Davison Jr,Wm Jr
15651,Roderick Terry Jr,Roderick Jr
15654,Tk Miller Jr,Tk Jr
15723,Sb French Ii,Sb Ii
15731,Henry J Torrance Jr,Henry Jr
15731,Henry J Torrance Jr,Henry Torrance Jr
15733,Wh Trotter Sr,Wh Sr
15738,Df Appleton Ii,Df Ii
15740,Ew Donn Jr,Ew Jr
15748,George Brooke Jr,George Jr
15750,William B Cragin Jr,William Cragin Jr
15750,William B Cragin Jr,William Jr
15751,Ww Finley Jr,Ww Jr
15770,Gearse Gardner Jr,Gearse Jr
15783,C L Johnston Jr,C Johnston Jr
15783,C L Johnston Jr,C Jr
15784,C F Watson Jr,C Jr
15784,C F Watson Jr,C Watson Jr
15799,Jn Du Barry Ii,Jn Ii
15806,Frank Paul Jr,Frank Jr
15807,Ea Frank Jr,Ea Jr
15842,Hc Townsend Jr,Hc Jr
15845,J R R Carpenter Jr,J Carpenter Jr
15845,J R R Carpenter Jr,J Jr
15870,Ce Van Vleck Jr,Ce Jr
15871,George Lyon Jr,George Jr
15874,D Noblit Jr,D Jr
15875,Charles Lanier Jr,Charles Jr
15877,Ephron Catlin Jr,Ephron Jr
15878,Benjamin Thaw Jr,Benjamin Jr
15901,We Putnam Jr,We Jr
15920,Wh Gray Jr,Wh Jr
15940,Alphonzo Bell Sr,Alphonzo Sr
15970,Charles M Bull Sr,Charles Bull Sr
15970,Charles M Bull Sr,Charles Sr
15985,Robert Palmer Huntington Jr,Robert Huntington Jr
15985,Robert Palmer Huntington Jr,Robert Jr
15991,J Harry Masson Jr,J Jr
15991,J Harry Masson Jr,J Masson Jr
15996,Edward L Hall Jr,Edward Hall Jr
15996,Edward L Hall Jr,Edward Jr
16032,Dwight Filley Davis Sr,Dwight Davis Sr
16032,Dwight Filley Davis Sr,Dwight Sr
16072,Ww White Jr,Ww Jr
16075,Al Devens Jr,Al Jr
16082,Hh Hunnewell Jr,Hh Jr
16084,H Clews Jr,H Jr
16088,Edward A Taft Jr,Edward Jr
16088,Edward A Taft Jr,Edward Taft Jr
16104,George Griswold Ii,George Ii
16106,Ec Potter Jr,Ec Jr
16134,Stewart Campbell Van Vliet,Stewart Van Vliet
16134,Stewart Campbell Van Vliet,Stewart Vliet
